model_id,model_name,election_date,datasource_weight,model_time_interval,model_time_distance,model_time_id,GT_end_date,GT_start_date,GT_identifier,election,model_time_period_color,parties,data_election,data_election_previous,name_GT_datasets,GT_keywords,data_GT_year,predictions_Infratest,predictions_Forsa,predictions_Kantar,predictions_FGW,predictions_Allens,predictions_GT,predictions_GT_election_weight,Weight_Model_2,Poll_dates_weekly_weighting,GT_data_weekly_weighting,predicitons_GT_weekly_polls,predicitons_GT_weekly_polls_mean,predictions
62,M_110_2013_int_7_days_dist_51_days_GT_weekly_polls_weight,2013-09-22,GT + weekly polls weight,604800s (~1 weeks),51d 0H 0M 0S,days,2013-08-02,2013-07-26,2013-07-26-2013-08-02,"22 Sep, 2013",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Peer Steinbrück"", ""Jürgen Trittin + Katrin Göring Eckardt + Grüne + "", ""Linke + Sarah Wagenknecht + Gregor Gysi"", ""FDP + Philipp Rösler""); c(""Bernd Lucke + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Peer Steinbrück"", ""Jürgen Trittin + Katrin Göring Eckardt + Grüne"", ""FDP + Philipp Rösler"")",,,,,,,,,,,,,,
63,M_111_2013_int_7_days_dist_101_days_GT_weekly_polls_weight,2013-09-22,GT + weekly polls weight,604800s (~1 weeks),101d 0H 0M 0S,days,2013-06-13,2013-06-06,2013-06-06-2013-06-13,"22 Sep, 2013",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Peer Steinbrück"", ""Jürgen Trittin + Katrin Göring Eckardt + Grüne + "", ""Linke + Sarah Wagenknecht + Gregor Gysi"", ""FDP + Philipp Rösler""); c(""Bernd Lucke + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Peer Steinbrück"", ""Jürgen Trittin + Katrin Göring Eckardt + Grüne"", ""FDP + Philipp Rösler"")",,,,,,,,,,,,,,
64,M_112_2013_int_91_days_dist_1_days_GT_weekly_polls_weight,2013-09-22,GT + weekly polls weight,7862400s (~13 weeks),1d 0H 0M 0S,days,2013-09-21,2013-06-22,2013-06-22-2013-09-21,"22 Sep, 2013",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Peer Steinbrück"", ""Jürgen Trittin + Katrin Göring Eckardt + Grüne + "", ""Linke + Sarah Wagenknecht + Gregor Gysi"", ""FDP + Philipp Rösler""); c(""Bernd Lucke + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Peer Steinbrück"", ""Jürgen Trittin + Katrin Göring Eckardt + Grüne"", ""FDP + Philipp Rösler"")",,,,,,,,,,,,,,
65,M_113_2013_int_91_days_dist_51_days_GT_weekly_polls_weight,2013-09-22,GT + weekly polls weight,7862400s (~13 weeks),51d 0H 0M 0S,days,2013-08-02,2013-05-03,2013-05-03-2013-08-02,"22 Sep, 2013",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Peer Steinbrück"", ""Jürgen Trittin + Katrin Göring Eckardt + Grüne + "", ""Linke + Sarah Wagenknecht + Gregor Gysi"", ""FDP + Philipp Rösler""); c(""Bernd Lucke + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Peer Steinbrück"", ""Jürgen Trittin + Katrin Göring Eckardt + Grüne"", ""FDP + Philipp Rösler"")",,,,,,,,,,,,,,
66,M_114_2013_int_91_days_dist_101_days_GT_weekly_polls_weight,2013-09-22,GT + weekly polls weight,7862400s (~13 weeks),101d 0H 0M 0S,days,2013-06-13,2013-03-14,2013-03-14-2013-06-13,"22 Sep, 2013",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Peer Steinbrück"", ""Jürgen Trittin + Katrin Göring Eckardt + Grüne + "", ""Linke + Sarah Wagenknecht + Gregor Gysi"", ""FDP + Philipp Rösler""); c(""Bernd Lucke + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Peer Steinbrück"", ""Jürgen Trittin + Katrin Göring Eckardt + Grüne"", ""FDP + Philipp Rösler"")",,,,,,,,,,,,,,
67,M_115_2013_int_7_days_dist_1_days_Infratest,2013-09-22,Infratest,604800s (~1 weeks),1d 0H 0M 0S,days,2013-09-21,2013-09-14,2013-09-14-2013-09-21,"22 Sep, 2013",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
68,M_116_2013_int_7_days_dist_51_days_Infratest,2013-09-22,Infratest,604800s (~1 weeks),51d 0H 0M 0S,days,2013-08-02,2013-07-26,2013-07-26-2013-08-02,"22 Sep, 2013",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
69,M_117_2013_int_7_days_dist_101_days_Infratest,2013-09-22,Infratest,604800s (~1 weeks),101d 0H 0M 0S,days,2013-06-13,2013-06-06,2013-06-06-2013-06-13,"22 Sep, 2013",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
70,M_118_2013_int_91_days_dist_1_days_Infratest,2013-09-22,Infratest,7862400s (~13 weeks),1d 0H 0M 0S,days,2013-09-21,2013-06-22,2013-06-22-2013-09-21,"22 Sep, 2013",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
71,M_119_2013_int_91_days_dist_51_days_Infratest,2013-09-22,Infratest,7862400s (~13 weeks),51d 0H 0M 0S,days,2013-08-02,2013-05-03,2013-05-03-2013-08-02,"22 Sep, 2013",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
72,M_120_2013_int_91_days_dist_101_days_Infratest,2013-09-22,Infratest,7862400s (~13 weeks),101d 0H 0M 0S,days,2013-06-13,2013-03-14,2013-03-14-2013-06-13,"22 Sep, 2013",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
73,M_121_2013_int_7_days_dist_1_days_Forsa,2013-09-22,Forsa,604800s (~1 weeks),1d 0H 0M 0S,days,2013-09-21,2013-09-14,2013-09-14-2013-09-21,"22 Sep, 2013",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
74,M_122_2013_int_7_days_dist_51_days_Forsa,2013-09-22,Forsa,604800s (~1 weeks),51d 0H 0M 0S,days,2013-08-02,2013-07-26,2013-07-26-2013-08-02,"22 Sep, 2013",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
75,M_123_2013_int_7_days_dist_101_days_Forsa,2013-09-22,Forsa,604800s (~1 weeks),101d 0H 0M 0S,days,2013-06-13,2013-06-06,2013-06-06-2013-06-13,"22 Sep, 2013",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
76,M_124_2013_int_91_days_dist_1_days_Forsa,2013-09-22,Forsa,7862400s (~13 weeks),1d 0H 0M 0S,days,2013-09-21,2013-06-22,2013-06-22-2013-09-21,"22 Sep, 2013",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
77,M_125_2013_int_91_days_dist_51_days_Forsa,2013-09-22,Forsa,7862400s (~13 weeks),51d 0H 0M 0S,days,2013-08-02,2013-05-03,2013-05-03-2013-08-02,"22 Sep, 2013",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
78,M_126_2013_int_91_days_dist_101_days_Forsa,2013-09-22,Forsa,7862400s (~13 weeks),101d 0H 0M 0S,days,2013-06-13,2013-03-14,2013-03-14-2013-06-13,"22 Sep, 2013",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
79,M_127_2013_int_7_days_dist_1_days_Kantar,2013-09-22,Kantar,604800s (~1 weeks),1d 0H 0M 0S,days,2013-09-21,2013-09-14,2013-09-14-2013-09-21,"22 Sep, 2013",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
80,M_128_2013_int_7_days_dist_51_days_Kantar,2013-09-22,Kantar,604800s (~1 weeks),51d 0H 0M 0S,days,2013-08-02,2013-07-26,2013-07-26-2013-08-02,"22 Sep, 2013",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
81,M_129_2013_int_7_days_dist_101_days_Kantar,2013-09-22,Kantar,604800s (~1 weeks),101d 0H 0M 0S,days,2013-06-13,2013-06-06,2013-06-06-2013-06-13,"22 Sep, 2013",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
82,M_130_2013_int_91_days_dist_1_days_Kantar,2013-09-22,Kantar,7862400s (~13 weeks),1d 0H 0M 0S,days,2013-09-21,2013-06-22,2013-06-22-2013-09-21,"22 Sep, 2013",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
83,M_131_2013_int_91_days_dist_51_days_Kantar,2013-09-22,Kantar,7862400s (~13 weeks),51d 0H 0M 0S,days,2013-08-02,2013-05-03,2013-05-03-2013-08-02,"22 Sep, 2013",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
84,M_132_2013_int_91_days_dist_101_days_Kantar,2013-09-22,Kantar,7862400s (~13 weeks),101d 0H 0M 0S,days,2013-06-13,2013-03-14,2013-03-14-2013-06-13,"22 Sep, 2013",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
85,M_133_2013_int_7_days_dist_1_days_FGW,2013-09-22,FGW,604800s (~1 weeks),1d 0H 0M 0S,days,2013-09-21,2013-09-14,2013-09-14-2013-09-21,"22 Sep, 2013",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
86,M_134_2013_int_7_days_dist_51_days_FGW,2013-09-22,FGW,604800s (~1 weeks),51d 0H 0M 0S,days,2013-08-02,2013-07-26,2013-07-26-2013-08-02,"22 Sep, 2013",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
87,M_135_2013_int_7_days_dist_101_days_FGW,2013-09-22,FGW,604800s (~1 weeks),101d 0H 0M 0S,days,2013-06-13,2013-06-06,2013-06-06-2013-06-13,"22 Sep, 2013",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
88,M_136_2013_int_91_days_dist_1_days_FGW,2013-09-22,FGW,7862400s (~13 weeks),1d 0H 0M 0S,days,2013-09-21,2013-06-22,2013-06-22-2013-09-21,"22 Sep, 2013",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
89,M_137_2013_int_91_days_dist_51_days_FGW,2013-09-22,FGW,7862400s (~13 weeks),51d 0H 0M 0S,days,2013-08-02,2013-05-03,2013-05-03-2013-08-02,"22 Sep, 2013",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
90,M_138_2013_int_91_days_dist_101_days_FGW,2013-09-22,FGW,7862400s (~13 weeks),101d 0H 0M 0S,days,2013-06-13,2013-03-14,2013-03-14-2013-06-13,"22 Sep, 2013",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
91,M_139_2013_int_7_days_dist_1_days_Allens,2013-09-22,Allens,604800s (~1 weeks),1d 0H 0M 0S,days,2013-09-21,2013-09-14,2013-09-14-2013-09-21,"22 Sep, 2013",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
92,M_140_2013_int_7_days_dist_51_days_Allens,2013-09-22,Allens,604800s (~1 weeks),51d 0H 0M 0S,days,2013-08-02,2013-07-26,2013-07-26-2013-08-02,"22 Sep, 2013",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
93,M_141_2013_int_7_days_dist_101_days_Allens,2013-09-22,Allens,604800s (~1 weeks),101d 0H 0M 0S,days,2013-06-13,2013-06-06,2013-06-06-2013-06-13,"22 Sep, 2013",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
94,M_142_2013_int_91_days_dist_1_days_Allens,2013-09-22,Allens,7862400s (~13 weeks),1d 0H 0M 0S,days,2013-09-21,2013-06-22,2013-06-22-2013-09-21,"22 Sep, 2013",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
95,M_143_2013_int_91_days_dist_51_days_Allens,2013-09-22,Allens,7862400s (~13 weeks),51d 0H 0M 0S,days,2013-08-02,2013-05-03,2013-05-03-2013-08-02,"22 Sep, 2013",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
96,M_144_2013_int_91_days_dist_101_days_Allens,2013-09-22,Allens,7862400s (~13 weeks),101d 0H 0M 0S,days,2013-06-13,2013-03-14,2013-03-14-2013-06-13,"22 Sep, 2013",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
97,M_145_2017_int_7_days_dist_1_days_GT,2017-09-24,GT,604800s (~1 weeks),1d 0H 0M 0S,days,2017-09-23,2017-09-16,2017-09-16-2017-09-23,"24 Sep, 2017",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
98,M_146_2017_int_7_days_dist_51_days_GT,2017-09-24,GT,604800s (~1 weeks),51d 0H 0M 0S,days,2017-08-04,2017-07-28,2017-07-28-2017-08-04,"24 Sep, 2017",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
99,M_147_2017_int_7_days_dist_101_days_GT,2017-09-24,GT,604800s (~1 weeks),101d 0H 0M 0S,days,2017-06-15,2017-06-08,2017-06-08-2017-06-15,"24 Sep, 2017",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
100,M_148_2017_int_91_days_dist_1_days_GT,2017-09-24,GT,7862400s (~13 weeks),1d 0H 0M 0S,days,2017-09-23,2017-06-24,2017-06-24-2017-09-23,"24 Sep, 2017",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
101,M_149_2017_int_91_days_dist_51_days_GT,2017-09-24,GT,7862400s (~13 weeks),51d 0H 0M 0S,days,2017-08-04,2017-05-05,2017-05-05-2017-08-04,"24 Sep, 2017",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
102,M_150_2017_int_91_days_dist_101_days_GT,2017-09-24,GT,7862400s (~13 weeks),101d 0H 0M 0S,days,2017-06-15,2017-03-16,2017-03-16-2017-06-15,"24 Sep, 2017",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
103,M_151_2017_int_7_days_dist_1_days_GT_election_weight,2017-09-24,GT + election weight,604800s (~1 weeks),1d 0H 0M 0S,days,2017-09-23,2017-09-16,2017-09-16-2017-09-23,"24 Sep, 2017",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
104,M_152_2017_int_7_days_dist_51_days_GT_election_weight,2017-09-24,GT + election weight,604800s (~1 weeks),51d 0H 0M 0S,days,2017-08-04,2017-07-28,2017-07-28-2017-08-04,"24 Sep, 2017",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
105,M_153_2017_int_7_days_dist_101_days_GT_election_weight,2017-09-24,GT + election weight,604800s (~1 weeks),101d 0H 0M 0S,days,2017-06-15,2017-06-08,2017-06-08-2017-06-15,"24 Sep, 2017",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
106,M_154_2017_int_91_days_dist_1_days_GT_election_weight,2017-09-24,GT + election weight,7862400s (~13 weeks),1d 0H 0M 0S,days,2017-09-23,2017-06-24,2017-06-24-2017-09-23,"24 Sep, 2017",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
107,M_155_2017_int_91_days_dist_51_days_GT_election_weight,2017-09-24,GT + election weight,7862400s (~13 weeks),51d 0H 0M 0S,days,2017-08-04,2017-05-05,2017-05-05-2017-08-04,"24 Sep, 2017",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
108,M_156_2017_int_91_days_dist_101_days_GT_election_weight,2017-09-24,GT + election weight,7862400s (~13 weeks),101d 0H 0M 0S,days,2017-06-15,2017-03-16,2017-03-16-2017-06-15,"24 Sep, 2017",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
109,M_157_2017_int_7_days_dist_1_days_GT_weekly_polls_weight,2017-09-24,GT + weekly polls weight,604800s (~1 weeks),1d 0H 0M 0S,days,2017-09-23,2017-09-16,2017-09-16-2017-09-23,"24 Sep, 2017",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
110,M_158_2017_int_7_days_dist_51_days_GT_weekly_polls_weight,2017-09-24,GT + weekly polls weight,604800s (~1 weeks),51d 0H 0M 0S,days,2017-08-04,2017-07-28,2017-07-28-2017-08-04,"24 Sep, 2017",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
111,M_159_2017_int_7_days_dist_101_days_GT_weekly_polls_weight,2017-09-24,GT + weekly polls weight,604800s (~1 weeks),101d 0H 0M 0S,days,2017-06-15,2017-06-08,2017-06-08-2017-06-15,"24 Sep, 2017",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
112,M_160_2017_int_91_days_dist_1_days_GT_weekly_polls_weight,2017-09-24,GT + weekly polls weight,7862400s (~13 weeks),1d 0H 0M 0S,days,2017-09-23,2017-06-24,2017-06-24-2017-09-23,"24 Sep, 2017",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
113,M_161_2017_int_91_days_dist_51_days_GT_weekly_polls_weight,2017-09-24,GT + weekly polls weight,7862400s (~13 weeks),51d 0H 0M 0S,days,2017-08-04,2017-05-05,2017-05-05-2017-08-04,"24 Sep, 2017",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
114,M_162_2017_int_91_days_dist_101_days_GT_weekly_polls_weight,2017-09-24,GT + weekly polls weight,7862400s (~13 weeks),101d 0H 0M 0S,days,2017-06-15,2017-03-16,2017-03-16-2017-06-15,"24 Sep, 2017",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""Linke + Sarah Wagenknecht + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Alexander Gauland + Afd"", ""CDU + CSU + Angela Merkel"", ""SPD + Martin Schulz"", ""Cem Özdemir + Katrin Göring Eckardt + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
115,M_163_2017_int_7_days_dist_1_days_Infratest,2017-09-24,Infratest,604800s (~1 weeks),1d 0H 0M 0S,days,2017-09-23,2017-09-16,2017-09-16-2017-09-23,"24 Sep, 2017",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
116,M_164_2017_int_7_days_dist_51_days_Infratest,2017-09-24,Infratest,604800s (~1 weeks),51d 0H 0M 0S,days,2017-08-04,2017-07-28,2017-07-28-2017-08-04,"24 Sep, 2017",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
117,M_165_2017_int_7_days_dist_101_days_Infratest,2017-09-24,Infratest,604800s (~1 weeks),101d 0H 0M 0S,days,2017-06-15,2017-06-08,2017-06-08-2017-06-15,"24 Sep, 2017",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
118,M_166_2017_int_91_days_dist_1_days_Infratest,2017-09-24,Infratest,7862400s (~13 weeks),1d 0H 0M 0S,days,2017-09-23,2017-06-24,2017-06-24-2017-09-23,"24 Sep, 2017",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
119,M_167_2017_int_91_days_dist_51_days_Infratest,2017-09-24,Infratest,7862400s (~13 weeks),51d 0H 0M 0S,days,2017-08-04,2017-05-05,2017-05-05-2017-08-04,"24 Sep, 2017",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
120,M_168_2017_int_91_days_dist_101_days_Infratest,2017-09-24,Infratest,7862400s (~13 weeks),101d 0H 0M 0S,days,2017-06-15,2017-03-16,2017-03-16-2017-06-15,"24 Sep, 2017",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
121,M_169_2017_int_7_days_dist_1_days_Forsa,2017-09-24,Forsa,604800s (~1 weeks),1d 0H 0M 0S,days,2017-09-23,2017-09-16,2017-09-16-2017-09-23,"24 Sep, 2017",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
122,M_170_2017_int_7_days_dist_51_days_Forsa,2017-09-24,Forsa,604800s (~1 weeks),51d 0H 0M 0S,days,2017-08-04,2017-07-28,2017-07-28-2017-08-04,"24 Sep, 2017",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
123,M_171_2017_int_7_days_dist_101_days_Forsa,2017-09-24,Forsa,604800s (~1 weeks),101d 0H 0M 0S,days,2017-06-15,2017-06-08,2017-06-08-2017-06-15,"24 Sep, 2017",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
124,M_172_2017_int_91_days_dist_1_days_Forsa,2017-09-24,Forsa,7862400s (~13 weeks),1d 0H 0M 0S,days,2017-09-23,2017-06-24,2017-06-24-2017-09-23,"24 Sep, 2017",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
125,M_173_2017_int_91_days_dist_51_days_Forsa,2017-09-24,Forsa,7862400s (~13 weeks),51d 0H 0M 0S,days,2017-08-04,2017-05-05,2017-05-05-2017-08-04,"24 Sep, 2017",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
